external_id,title,mark_and_model,first_registration_date,mileage,gearbox,fuel,engine_size,power,emission_class,co2_value,country_of_origin
4887776,"PEUGEOT 508 1.5 BlueHDI","Peugeot 508",07/2020,163815,Automatic,Diesel,0,131,Euro6,992,Netherlands
4887775,"PEUGEOT 5008 1.6","Peugeot 5008",04/2019,172498,Automatic,Petrol,0,177,Euro6,1282,Netherlands
4887774,"PEUGEOT 5008 1.2","Peugeot 5008",06/2019,157300,Automatic,Petrol,0,131,Euro6,1202,Netherlands
4887773,"OPEL Corsa 1.2","Opel Corsa",05/2022,79117,Manual,Petrol,0,101,Euro6,1032,Netherlands
4887771,"PEUGEOT 308 SW 1.2","Peugeot 308",03/2019,115821,Manual,Petrol,0,110,Euro6,1122,Netherlands
4887770,"Polestar 2 Long Range D","Polestar Other",12/2020,142288,Automatic,Electric,0,408,Z,0,Netherlands
4887769,"RENAULT CLIO 1.3 T","Renault Clio",03/2020,185423,Automatic,Petrol,0,131,Euro6,1182,Netherlands
4887767,"RENAULT KADJAR 1.3 T","Renault Kadjar",04/2020,89463,Manual,Petrol,0,140,Euro6,1272,Netherlands
4887766,"SEAT Ibiza 1.0","Seat Ibiza",05/2022,47744,Manual,Petrol,0,95,Euro6,1042,Netherlands
4887765,"SEAT Tarraco 1.5 T","Seat Tarraco",06/2019,69290,Manual,Petrol,0,150,Euro6,1472,Netherlands
4887764,"SEAT Leon ST 1.5 T","Seat Leon",11/2018,181389,Automatic,Petrol,0,150,Euro6,1182,Netherlands
4887763,"SEAT Arona 1.0 T","Seat Arona",05/2019,158567,Automatic,Petrol,0,116,Euro6,1112,Netherlands
4887761,"SKODA Octavia Combi 2.0 TDI","Skoda Octavia",05/2019,145862,Automatic,Diesel,0,150,Euro6,1172,Netherlands
4887760,"SKODA Kodiaq 1.5 T","Skoda Kodiaq",06/2019,124816,Automatic,Petrol,0,150,Euro6,1392,Netherlands
4887759,"SKODA Fabia Combi 1.0 T","Skoda Fabia",08/2021,48838,Manual,Petrol,0,95,Euro6,1052,Netherlands
4887758,"SKODA Kodiaq 1.5 T","Skoda Kodiaq",07/2019,126946,Automatic,Petrol,0,150,Euro6,1392,Netherlands
4887756,"SKODA Karoq 1.0 T","Skoda Karoq",10/2020,95386,Manual,Petrol,0,116,Euro6,1162,Netherlands
4887755,"SKODA Superb Combi 1.5 T","Skoda Superb",07/2019,155311,Automatic,Petrol,0,150,Euro6,1252,Netherlands
4887754,"SKODA Octavia Combi 1.0 T","Skoda Octavia",05/2020,98447,Manual,Petrol,0,116,Euro6,1112,Netherlands
4887753,"SKODA Kamiq 1.0 T","Skoda Kamiq",07/2020,91929,Automatic,Petrol,0,116,Euro6,1112,Netherlands
4887752,"Tesla Model 3 Long R","Tesla Model 3",06/2019,126286,Automatic,Electric,0,286,Z,0,Netherlands
4887751,"Tesla Model 3 Long","Tesla Model 3",06/2019,157082,Automatic,Electric,0,351,Z,0,Netherlands
4887749,"Tesla Model 3 Long","Tesla Model 3",06/2019,160291,Automatic,Electric,0,351,Z,0,Netherlands
4887748,"Tesla Model 3 Long","Tesla Model 3",06/2019,151790,Automatic,Electric,0,351,Z,0,Netherlands
4887747,"Tesla Model 3 Long","Tesla Model 3",11/2019,181348,Automatic,Electric,0,455,Z,0,Netherlands
4887746,"Tesla Model 3 Long R","Tesla Model 3",06/2019,74815,Automatic,Electric,0,287,Z,0,Netherlands
4887745,"TOYOTA Corolla Touring Sports 1.8","Toyota Corolla",12/2021,71457,Automatic,"Hybrid (petrol / electric)",0,98,Euro6,782,Netherlands
4887744,"TOYOTA Yaris 1.5","Toyota Yaris",06/2022,48140,Automatic,"Hybrid (petrol / electric)",0,92,Euro6,0,Netherlands
4887742,"TOYOTA Aygo 1.0 VVT-i",Toyota,09/2021,40618,Manual,Petrol,0,72,Euro6,862,Netherlands
4887741,"TOYOTA Corolla Touring Sports 1.8","Toyota Corolla",10/2020,48483,Automatic,"Hybrid (petrol / electric)",0,98,Euro6,852,Netherlands
4887740,"VOLKSWAGEN Passat Variant 1.5 T","Volkswagen Passat Variant",07/2019,107826,Automatic,Petrol,0,150,Euro6,1262,Netherlands
4887739,"VOLKSWAGEN Golf Variant 1.0 T","Volkswagen Golf",06/2020,135033,Manual,Petrol,0,116,Euro6,1112,Netherlands
4887738,"VOLKSWAGEN Tiguan Allspace 1.5 T","Volkswagen Tiguan Allspace",08/2019,130230,Automatic,Petrol,0,150,Euro6,1432,Netherlands
4887736,"VOLKSWAGEN T-Cross 1.0 T","Volkswagen T-Cross",10/2019,68350,Automatic,Petrol,0,116,Euro6,1142,Netherlands
4887735,"VOLKSWAGEN Passat Variant 2.0 TDI","Volkswagen Passat Variant",05/2019,149783,Automatic,Diesel,0,150,Euro6,1132,Netherlands
4887734,"VOLKSWAGEN GOLF 1.0 T","Volkswagen Golf",11/2018,170025,Manual,Petrol,0,110,Euro6,1132,Netherlands
4887731,"VOLVO XC40 2.0 T","Volvo XC40",04/2019,126496,Automatic,Petrol,0,190,Euro6,1542,Netherlands
4887730,"VOLVO V90 2.0 T","Volvo V90",04/2020,73271,Automatic,Petrol,0,190,Euro6,1582,Netherlands
4887728,"VOLVO V40 Cross Country 1.5 T","Volvo V40 Cross Country",09/2019,14945,Automatic,Petrol,0,152,Euro6,1342,Netherlands
4887727,"VOLVO V60 2.0 T6 R","Volvo V60",07/2020,196784,Automatic,"Hybrid (petrol / electric)",0,253,Euro6,362,Netherlands
4887726,"VOLVO V60 2.0 T","Volvo V60",05/2019,145370,Automatic,"Hybrid (petrol / electric)",0,303,Euro6,442,Netherlands
4887724,"VOLVO V60 2.0 T","Volvo V60",05/2019,127072,Automatic,"Hybrid (petrol / electric)",0,303,Euro6,442,Netherlands
4887723,"VOLVO V60 2.0","Volvo V60",01/2021,150362,Automatic,Petrol,0,163,Euro6,1392,Netherlands
